,Brand,Title,Transcript,Group,Views,Likes,Comments,Date,Genbit Score,% Female Words,% Male Words,Avg Bias Ratio,Freq of Female Words,Freq of Male Words
10,Beardo,Welcome to #HairyMasculinity ft HRITHIK ROSHAN - Raw. Real. Unfiltered.,"Raw. Real. Unfiltered.

This is who we are, 
the Beardos.

Welcome to hairy masculinity

",M,36081309,282,12,"Jul 7, 2022",0,0,0,0,0,0
11,Beardo,Welcome to #HairyMasculinity ft HRITHIK ROSHAN - Raw. Real. Unfiltered.,"hey do you guys know what a beard our

power plays no never heard nor me vetoes

giving away a flat 25% off their website

but only for our matches now that's

crazy what are you guys waiting for shop

now and like most of the other part play

often on wwr field oh not in don't

forget it's the kings xi punjab matches

only

",M,8675423,627,28,"Jul 7, 2022",0.422889305386462,0,0.75,0.520624954847713,0,3
12,Beardo,Get your growth on! 🔥🔥,"Raw. Real. Unfiltered.

This is who we are, the Beardos.

Welcome to hairy masculinity

As the leading brand in male grooming, Beardo wants to celebrate OG masculinity in all its glory. To tell men as good as it is to celebrate femininity, it is equally great to celebrate masculinity & it is not something to shy away from. Beardo believes there is good and great in masculinity.  

The world needs men who don’t hide in a crowd waiting for someone to take charge – we celebrate men who have the spine to take a stand for what is right, who are brave enough to be raw and real; those who are willing to take charge whenever needed. We need to celebrate this masculinity. 

Hairy Masculinity is RAW. Hairy Masculinity is REAL. Hairy Masculinity is UNFILTERED.",M,669932,484,9,"Dec 22, 2021",1.13718738499502,0,1,1.31307805145869,0,5
13,Beardo,#WhyFEARDOtheresBEARDO ? | The Beard Anthem ft. Rinosh George,"grow it like a

boss

[Music]

Get that dapper look with the ultimate Beard Growth oil!",M,583223,776,0,"Nov 19, 2018",0,0,0,0,0,0
14,Beardo,Beard it like a beast with Beardo Godfather Beard Oil,"not bad

we know the north daughter mm nice if

you okay with the package you may join

from Monday I would not easily find that

see you on Monday thank you sister thank

you excuse me when you come on Monday I

want this off

[Music]

[Applause]

[Music]

let's go

[Music]

by Pierre de espías Oh a Pierrot

despierto APR the 50th of a Pierre

governor's wife here the SPF of ipho

Espeon for fifier third is Pierre why

fear tower despierto of ipfs PFF i PF SB

PFF it is

by feared or this beard over I feared oh

that's fear the dark matter Lozano

",M,288153,6200,0,"Jun 23, 2019",1.00941520543555,1,0,-1.10472538523987,3,0
15,Beardo,Welcome to #HairyMasculinity ft HRITHIK ROSHAN - Raw. Real. Unfiltered.,"You cannot go wrong when it comes to your beard. Grow it like it is your most precious possession in the world! Beardo Godfather Beard Oil having all the essential oil blends for men, unleash that beard freak in you.
",M,60885,2400,98,"Jun 27, 2022",1.18121398945063,0,1,1.3243148330913,0,2
16,Beardo,Black Magic Temporary Hair Color | Beardo,"[Music]

you can't defy them

the hairy ones

the beer nose

[Music]

[Applause]

raw

real hot filter

this is our pride

this is who we are

welcome to hairy masculinity

",M,52536,277,0,"Feb 27, 2018",0,0,0,0,0,0
17,Beardo,Mooch Nahi Toh Kuch Nahi!,"there's this new kind of magic and it's

black

seriously black blacker than night

that's right it's enough to get her well

under a spell see she wants it so much

but uh you can look but you can't touch

this magic lets you go gray while we

make up for it no not that kind of make

up what's wrong with you do take you

back to black blacker blackest perfect

how a beard of black magic temporary

haircolor

stache beard sideburns around kappa gray

hair instantly get them wanting you

constantly mind blown magic

[Music]

",M,17895,343,0,"Apr 13, 2018",1.0102654947196,0.666666666666667,0,-1.08437346687332,2,0
18,Beardo,How To Be A Good Leader | Shahid Kapoor For Beardo,"[Music]
[Music]

you share this is my pride
you share this is my pride

looks like and the golden gun out this
looks like and the golden gun out this

is war
is war

real-time website de marco de maharaja the
real-time website de marco de maharaja the

layman or mix the flower
layman or mix the flower

dat shri wieckse white a team member so
dat shri wieckse white a team member so

styling and a lifetime of honor of your
styling and a lifetime of honor of your

notes natal
notes natal

[ __ ] [ __ ] she's everything lies he
[ __ ] [ __ ] she's everything lies he

maizieres typical the biomass and bio the
maizieres typical the biomass and bio the

wax with ipl stage influx
wax with ipl stage influx

so fond it knew the toilet and when i
so fond it knew the toilet and when i

like a pool of her fits
like a pool of her fits

green star like maharaja
green star like maharaja

only must guetta
only must guetta

[Music]
[Music]

",M,16290,304,0,"Oct 16, 2018",0.778461775682762,0.666666666666667,0.333333333333333,-0.531301393111745,4,2
19,Beardo,Kings to rock as Beardos and how! Beardo X KINGS XI Punjab,"want to be a good leader yeah yeah stand

up straight

the confident not overconfident have

opinions my left hand is better than my

right opinions that matter climate

change is real and it's happening

provide solutions save water take your

own advice just not like that now that

you have them where you want them leave

the rest to the experts

[Music]

",M,16131,149,0,"Apr 9, 2019",0,0,0,0,0,0
20,Chanel,"N°5, the Film with Gisele Bündchen, Michiel Huisman and Lo-Fang – CHANEL Fragrance","- You know, they ask you questions…

Just an example:

- ""What do you wear to bed?""

""A pajama top?""

""The bottoms of the pajama?""

""A nightgown?""

- So I said, ""CHANEL N°5!""

Because it’s the truth!

And yet, I don’t want to say ""nude.""

But… it’s the truth.

",F,20261727,101000,3013,"Oct 15, 2014",0,0,0,0,0,0
21,Chanel,Haute Couture – Inside CHANEL,"Chapter Thirteen
Haute Couture

This haute couture jacket combines the

ingenuity of Ms. Chanel with the

extraordinary talent of Karl Lagerfeld

130 hours of handcrafting

and the close supervision of Mme. Jacqueline, head tailor

from Karl Lagerfeld.  The hand-drawn sketches began
to be examined, interpreted and interpreted

for customers, and more than 30 kinds of size data were obtained. The gray fabric

samples were pinned out on the mannequin with pins

. Adjustment, modeling, and carving

to reflect the shape and fullness of the drawing.

Open, and then splicing to
obtain the exact silhouette

front: high waist cut, more close-fitting to

make the back more rounded, feeling bolder and

high-open armholes
to make activities more free.

These are the secrets of Chanel's haute couture, generation after

generation,  It is said

that the 18 seams were assembled one by one and waited for
Karl Lagerfeld's confirmation. After a

quick glance, he decided to subtract two from the three-button design.  The





piping and buttons of this jacket design are

marked with stitches to mark the
length of the fabric.

Place the 18 seams made of gray fabric on the fabric and fix them. Mark the

edges with white chalk

and outline the shape around each piece with stitches

carefully.  Assembling each piece and sewing them together

is of course done by hand,
because only hand sewing

can reflect the true meaning of haute couture. Check the fit,

whether the overall harmony is
soft and elastic.

Give the coat to Ms. Jacqueline and

she will send it to Hong Kong  , London, Dubai, New York
or Paris, for the customer's first

fit Modifications: Extended front length
Tucks the upper arm sleeves towards the shoulders

Faithful to Chanel style

Hand-stitched jacket for a unique haute couture essence

Ensures the piping is perfect on the tweed  Join to

define the edges of the garment, define the shape,

trim off excess fabric, and embroider the buttonholes one by one. Sew the

buttons.

Chanel ladies would say, ""Buttons must have buttonholes""

Put small strips of cloth like cigarettes in the sleeves to ensure that they do not deform.

It's a 2 cm strip of cloth.

This ""inconspicuous little thing"" is invisible, but it can be felt.

It highlights our unique tradition, professional craftsmanship

and extraordinary craftsmanship.

Once again, give the coat to Ms. Jacqueline and

she will  Sent to Hong Kong, London, Dubai, New York
or Paris for the customer to have a second fitting

and then to complete the final modification in Paris.

Because Paris is the home of haute couture with stitched

lining, Ms. Chanel said that

""elegance is beauty both inside and outside

Attach the metal chain
This is the unique secret of the Chanel coat hem

Make sure the coat drapes beautifully Sewn

on the label

Hide the order number on the back of the label
like an original work of art

Put a spare button in the pouch
and put the pouch directly  Stitched on the inner lining

Carefully folded tissue paper
Wrapped the coat

For this one-of-a-kind piece
Put a certificate of authenticity

and a few camellias, then close the lid of the box

This is Karl Lagerfeld's favorite work
from a  Exquisite hand-drawn sketches start

from Ms. Jacqueline's professional skills and keen eyes to give life to them. Incorporate the

delicate work and exquisite skills of senior tailors. The

tailors use their flexible hands to sew carefully.

Only by wearing this coat can you feel the mystery.



130 hours of work by tailors in Haute Couture workshops

A unique coat that
perfectly fits the body and exudes a modern vibe  The



exquisite and luxurious texture

is Chanel's interpretation of haute couture

",F,3791740,25000,500,"Feb 4, 2016",0.731137626822992,0.444444444444444,0.277777777777778,-0.30945148787586,8,5
22,Chanel,"N°5, the Film with Brad Pitt: There You Are – CHANEL Fragrance","it's not a journey every journey ends

but we go on the world turns when we

turn with him plans disappear dreams

take over but wherever I go there you

are my luck my fate my fortune she's not

number five inevitable

",F,9477619,50000,"5,261","Oct 15, 2012",0.396102213953519,0.5,0.5,0.349398600918031,1,1
23,Chanel,"L'Eau N°5, the Film with Lily-Rose Depp – CHANEL Fragrance","Night

and

Day

Questions

and

Answers

Restraint

and

Publicity

Moment

and

Eternity

Artist

and

Muse

Soft and Sensitive and



Indestructible

Subversion

and

Creation

You know me

and you

don’t know me The

new Chanel No. 5 water

",F,9067259,45000,1462,"Nov 1, 2016",0,0,0,0,0,0
24,Chanel,Coco – Inside CHANEL,"Chapter 5 Coco


Once upon a time...

There was a little girl who
concealed her humble origin all her life and

decided to create her own legend

Once upon a time...

There was a girl
named Gabrielle Chanel whose

father was a small businessman who wandered around

My mother was unable to do laundry for a
living, and died at the age of 32.



There was a father
who abandoned his five children

and sent three of his daughters to an orphanage.

12-year-old Gabriel never saw him again

Since then,
she has been pretending that her father went to America

Once upon a time... There was an orphanage

within the walls of the Abbey of Obasin,


where Gabriel lived for nearly seven years.

This simple Roman-style ascetic world

created  Her austere style

and preference for black and white were inspired by the

ornateness of religious clothing and ceremonial objects, which inspired

her fascination with baroque

gold and colored gemstones for decades to come.

Once upon a time...

There was a beautiful girl who
sewed by day  Making clothes Performing

in the restaurant at night

Singing for the cavalry officer

People call her ""Coco""

because she always sings that
""Who saw Coco then?""

She likes to pretend that Coco is a nickname her father gave her

Once upon a time...

There is a charming boyish young woman who

refuses to ride sideways like other ladies

even if the horse is the well-born cavalry officer
Étienne Balleson

Her clothes are also unique.

She drew inspiration from men's clothing

and invented a new style of women's hat. She
removed all the bird feathers on the hat to

make it simpler, lighter and more fashionable.

Her earliest customers were just ordinary occupations.  Women,
however, the high society soon flocked to

the past...

There was someone she once loved deeply, and
that was Capel boy.

He was British, rich, well-bred,

just the man of her dreams.

He introduced her to literature, the Orient  And mysticism

Capel boys help Coco become Chanel

She chooses to start her design career in Paris, Deauvier and Biarritz



She wants to win freedom and independence through work

Once upon a time...

Coco Chanel's magic touch

changed the way of women's clothing  The silhouette has

since sparked a fashion revolution.

She has cut her skirts to reveal ankle lengths,



liberated her waist,

discarded her corsets and
reinvigorated sportswear with jersey knits.

She also cut her hair short and got a tan.

Chanel ended an old era,  A
New Era In Fashion

Once upon a time...

In 1918,

Madame Chanel opened
her first boutique in Paris at 31 rue Cambon

A country girl from Auvergne

An orphan from the Abbey of Aubasin,
became  Queen of Paris

Before she liberated women, she liberated herself

Once upon a time...

There was a love story that ended abruptly The

Capel boy was killed in a car accident Coco

Chanel, for the first
and last time, cried in public

""Either he  Go,
or go alone to complete the cause we have created together""

She chose to face it with strength, going forward

bravely, to be continued...

",F,8561161,43000,982,"Sep 12, 2013",0.761445932897025,0.73015873015873,0.253968253968254,-0.504663066398496,46,16
25,Chanel,"""Reincarnation"" film by Karl Lagerfeld ft. P. Williams, C. Delevingne & G. Chaplin – CHANEL","so  so  president  no beer now okay okay it's too early  hey okay no hello how are you  right what do you remember welcome  hello this is fernand pleasure  please come in  it's going to be this extraordinary like  composite  i'm using a new thing it's going to be  amazing  i'm so sorry i must go  this is the number 15 and number 19 are  you together or just break i think  together  i'll take off all right right this way  do you take that to the other elevator  please  oh goku darling this is for none  enchanted so nice to see you how  religious he is  go ahead after you  c c  c c  c c  don't be blind  c  c  c  c  c c  c c  c c  don't be blind  see  c c  c  c c  so  ah before i leave  i'd like to ask you a question where did  you get that jacket  they only made it for me  hmm  well i i'm gonna make it  for me  you































































































",F,7955796,103000,3306,"Dec 2, 2014",0.556804696863949,0,0.5,0.584019359877452,0,1
26,Chanel,"Gabrielle, A Rebel at Heart – Inside CHANEL","i decided who i wanted to be and that is

who i am gabrielle chanel's life can be

summed up in three ways to choose to

desire and to be she found endless

combinations to fuse her ideas this is

how she achieved her unique style a

conqueror who transformed her rebellion

into an art choose your destiny even if

you have to reinvent your path blend

true with false and do not let fate

control the outcome leave the past

behind and let instinct be your guide

desire the unthinkable independence dare

invent create and just as young

gabrielle did let passion inspire you

work to discover freedom be authentic

sincere and natural choose simplicity

over excess comfort over appearance and

intuition over principles change what

you find is pleasing and anticipate

timeless trends desire that women have

the freedom to walk run move cross their

arms and legs bask in the sun and cut

their hair so they may enjoy life to the

fullest just as gabrielle did be what

will happen next choose to defy

conventions ignore formalities and

embrace a progressive spirit desire to

look like nobody else be an allure a way

of living a style gabrielle

choose audacity desire beauty be

yourself in the image of gabrielle the

relentless invincible an eternal rebel

you

",F,6814260,6000,136,"Feb 23, 2017",0.859024363913538,0.666666666666667,0,-0.891595719483458,6,0
27,Chanel,Paris by Chanel – Inside CHANEL,"five numbers

chanel

paris

number one roo combo immerse yourself in

the ruckum synonymous with chanel and

walk past the numbers 21 where it all

began in 1910 when gabrielle chanel

opened her millinery shop then 29 25 23

27 and now 19 where season after season

carl lagerfeld's collections are

presented

enter finally at 31 the address of a

lifetime climb the staircase that so

many clients and celebrities have

ascended coco covered its walls with

mirrors arranged so that her designs

would multiply infinitely and her legend

would be reflected for all time sit on a

step the vantage point from which

mademoiselle hidden from view oversaw

the presentation of her collections

descent to the salons on the first floor

until 1971 young women from high society

modeled designs in these rooms today

only celebrities and odd couture clients

have their fittings in this palace of

white beige and black designed by carl

lagerfeld

reached the inner sanctum the atelier

here she made and remade her designs

directly on the models cigarette at her

lips scissors about her neck and pins in

hand to create the collections of

tomorrow cal lagerfeld has refashioned

the space versailles hardwood sheath and

silver leaf windows veiled in organdy

white walls covered with sketches

reach the last two floors where the head

seamstresses and the dressmakers all in

white aprons bring the sketches to life

number two the apartment leave the black

and white sobriety of the salons and

immerse yourself in the baroque world of

manuel's apartment which she seems to

have just left a foyer a study a living

room a dining room no bedroom a

harmonious chaos where each object

reveals gabrielle chanel's inspiration

without divulging her secrets screens of

coromandel lacquer octagonal mirrors a

chandelier adorned with camellias the

five the two and the double c monogram

stylized stalks of wheat buddhas lines

and statues of the virgin mary in

aphrodite which internally stand guard

number three the ritz

indulge at the ritz where gabrielle

chanel takes residence in 1937 first in

a suite with a view of the place von

doom

later in two rooms overlooking the roo

combo here she will pass away one night

in january 1971.

number four 18 plus vanduum open the

door of the hotel croissant which was

entirely refurbished by chanel in 1997

to house its fine jewelry collections

she was the first woman and the first

couture to step into this opulent world

where her name still endures

la place van damme

number five the grand palais gaze upon

the monumental theatre of the chanel

runway shows the grand palais under its

towering dome magical sets make each

collection a revolution

a forest of oak and pine a venetian lion

40 feet tall a shivering ice floe an

immense french garden punctuated with

fountains or as on a film set the root

combo identically recreated

with carl lagerfeld fashion takes on the

world and paris remains eternally

shining in chanel

you

",F,5732630,11000,224,"Sep 17, 2014",1.04816836901039,0.941176470588235,0,-1.13111745199114,16,0
28,Chanel,Marilyn and N°5 – Inside CHANEL,"  

Chapter 2
Marilyn Monroe and N°5 Perfume

""What do you wear to sleep?""

""Only a few drops of N°5...""

Maybe she was asked about it when she got off the plane?

Maybe at a press conference?

We might not know  Know, when did she say this for the first time?

April 7, 1952

Marilyn Monroe was 26 years old. For the

first time, she became the cover character of ""Life"" magazine. For the

first time, she talked about N°5  This famous quote was made public and

her saga with N°5 was born Photographed for Modern Screen,



882 North Doheny Avenue, Beverly Hills, October 1953



Marilyn Monroe laying on her bed...unknown

In each photo, there is a bottle of N°5 on her bedside.

These photos have never been published before. In

April 1960,

reporter Georges Belmont interviewed Marilyn Monroe for the French ""Marie Claire"" magazine.



She was at the time.  Filming of the
film ""Let's Love"" directed by George Cook and starring Yves Montand

Naturally, she talks about N°5 again

This recording has never been released before



Chanel obtained the interview in October 2012  For the

first time

we heard Marilyn Monroe herself talk
about the legendary ""A Few Drops of N°5""

You know, people would ask me questions

like

""What do you wear to sleep?""

""Wear  Pajamas? A nightdress?""

""Or a nightgown?""

So I replied: Chanel N°5

because it is true!

I don't want to say ""without a strand""

but...it's true

Marilyn Monroe and N°5, forever legendary

",F,5668454,90000,1613,"Nov 16, 2012",1.22053311434706,1,0,-1.36648702697014,11,0
29,Chanel,The Camellia – Inside CHANEL,"Chapter 16
Camellia

I remember that
Gabrielle Chanel never said

why she had a soft spot for me,

but there are some things that are always self-evident.

I remember that Coco was a
girl when she was 13 years old.  The

stage play deeply moved

me. I remember
Proust and his well-dressed friends

wearing me on the lapel of the coat

to show elegance, harmony and androgynous beauty.

I remember

Coco borrowing designs from men's knitwear and

trousers.

I remember
the day

she had a sudden
inspiration and pinned me to the belt of her Breton striped shirt on the beach of Etretat.






A woman is
free to choose her own scent

I remember
I was so much like her

I bloomed in winter
We were always a season ahead of others

I was forever young
""No matter how the years pass, always charming""

I remember what
Chanel gave me that day

A lady asked her what she had for breakfast and

she replied, ""Camellia""










On the chiffon dress,

I remember that
she made me ever-changing, satisfying every whim. Embroidery

, printing, carving, pleating, fringe...

Chiffon, satin, organza, tweed, feather...

I remember the
first time diamonds  Glittering like dew on my flawless petals



I remember
every new creation

Rings, brooches, buckles, necklaces
Long necklaces, watches and pearl chains

I remember
how I bloomed in ceramics, onyx, coral

opal, pearls  On mother-of-pearl, sapphire, ruby

I remember
Karl Lagerfeld

creating the most gorgeous wedding dress with a bouquet of camellias

I remember

how my petals intertwined perfectly to form the double C

I remember
I am not a simple camellia

I am the flower of Chanel

",F,4254812,14000,343,"Oct 17, 2016",1.03958156177854,0.823529411764706,0.117647058823529,-1.15080719688876,14,2
30,Dollar Shave Club,DollarShaveClub.com - Our Blades Are F***ing Great,"hi i'm mike founder of

dollarshaveclub.com

what is dollarshaveclub.com well for a

dollar a month we send high quality

razors

right to your door yeah

a dollar are the blades any good

no our blades are great

each razor has stainless steel blades

and aloe vera lubricating strip

and a pivot head it's so gentle a

toddler could use it

and do you like spending 20 a month on

brand name razors

19 go to roger federer i'm good at

tennis

and do you think your razor needs a

vibrating handle a

flashlight a back scratcher and 10

blades your handsome ass grandfather had

one blade

and polio looking good

pop-up stop paying for shape tech you

don't need

and stop forgetting to buy your blades

every month alejandra and i are going to

ship them right to you

we're not just selling razors we're also

making new jobs alejandra what were you

doing last month not working

what are you doing now working i'm no

vanderbilt but this train

makes hay so stop forgetting to buy your

blades every month and start deciding

where you're going to stack all those

dollar bills i'm saving you

we are dollarshaveclub.com and the party

is one

see you

",M,28174899,152000,9186,"Mar 6, 2012",0.329479382793758,0,0.5,0.327780097974472,0,1
31,Dollar Shave Club,Grooming with the BAMF Hammer-er | Dollar Shave Club,"welcome to i learned a thing in the

bathroom from

dollar shave club where we explain

something very complicated in mere

minutes

to occupy your brain while you shave in

this edition we'll be discussing

the science of morning wood as explained

by someone who

sounds smart because he's british

morning wood

or to give it its proper name nocturnal

penile

tumescence is something that affects

virtually all men

but the reason why is probably a little

different to what you were expecting

i've always assumed it was related to

the naked supermodel dance party that

happens in my apartment every time i

fall asleep

it's like the tooth fairy only sexier

while that certainly is a theory

it's not the correct answer it's

actually to do with your sleep cycles

related to rapid eye movement sleep it's

triggered by a completely different part

of the brain to the one that gives you

arousal erections rapid what now

rapid eye movement sleep or rem sleep

it's a phase of sleep during which

you're likely to dream vividly

as you enter the stage your brain starts

to shut off various neurotransmitters to

prevent you from acting out your dreams

one of these transmitters norepinephrine

is normally what's in control of your

erections

specifically it causes vasoconstriction

of penis blood cells

actively preventing an erection it is in

simple terms

the reason you don't walk around with a

boner all day uh

in most cases at least it's uh just the

way i'm sitting

anyway i find what you are saying very

interesting uh please continue

right well so norepinephrine decreases

when you went to rem sleep and

testosterone-related activities commence

this leads to vasodilation or increased

blood flow to the blood vessels

ultimately causing an erection one

that's intensified by the fact that the

rem period becomes prolonged as the

morning approaches

the end result is most of the time your

alarm drags you out of your dreams

it's going to be bringing a chubby along

with it so

when does this all start to happen as

weird as it sounds morning wood can

start as early as in utero

that is while you're still in the womb

and it can continue right through life

until you die or at the very least

remain prominent until you're in your

40s

is it you know useful in any way

there are theories that it may be the

body's way of providing adequate oxygen

flow throughout the body

including the genitals it can also serve

as a way to alert you to the fact that

you need to pee

your increased bladder size through the

night stimulates the region of the

spinal cord which can cause a reflex

erection

this in turn wakes you up preventing you

from peeing the bed

this might sound like a stupid question

but

is it just men who get morning wood

that's not such a stupid question

women actually do experience the same

thing in the form of clitoral erections

it's just less visibly obvious when it

happens and far less of a pain in the

butt when they wake up in the night

needing to pee talking of which and on

an entirely unrelated matter that has

absolutely nothing to do with this show

i have to go put my bathroom rug in the

washing machine

tune in next time for more i learned a

thing in the bathroom

and in the meantime head to

dollarshaveclub.com for more podcasts

and a

big old pile of grooming products

",M,4636,29,1,"Jun 27, 2018",0.529919558040381,0.125,0.625,0.362414533951744,1,5
32,Dollar Shave Club,Just Charge Less | Dollar Shave Club,"why does Dollar Shave Club give you such

a high quality shave for such a great

price

because

we're not

Dollar Shave Club epic razors epically

affordable also we're in tons of stores

now real stores

",M,7834281,34,12,"May 24, 2023",0,0,0,0,0,0
33,Dollar Shave Club,Our razors are borrowed for a reason. | Dollar Shave Club,"[Music]

a razor this good is gonna get borrowed

for a limited time get an extra with a

double razor share pack from Dollar

Shave Club

",M,98193,617,163,"Mar 16, 2020",0,0,0,0,0,0
34,Dollar Shave Club,Mafia | Dollar Shave Club,"thank you for taking care of lorenzo

[Music]

for a noticeably smooth shave

dollar shave club in stores now

",M,49289,0,72,"Mar 2, 2022",0,0,0,0,0,0
